"Data from Steven Cook (steven.cook2@gmail.com), supported by the Emmons Lab, Albert Einstein College of Medicine",,,,
idx,pre,post,sections,type
10046,DD02,dBWML10,1,chemical
10047,DD02,DA03,1,chemical
10048,RID,DA06,1,chemical
10049,RID,DD02,1,chemical
10050,DB02,VD04,1,chemical
10051,DB02,DA03,1,chemical
10052,DA03,VD04,1,chemical
10053,DA03,VD04,4,chemical
10054,DA03,dBWML11,4,chemical
10055,DD02,VD04,1,chemical
10056,DD02,dBWMR10,1,chemical
10057,DB02,VD04,1,chemical
10058,AS04,VD04,1,chemical
10059,AS04,dBWMR11,1,chemical
10060,AS04,VD04,1,chemical
10061,AS04,dBWMR11,1,chemical
10062,AS04,VD04,2,chemical
10063,AS04,dBWML10,2,chemical
10064,DD02,dBWML11,2,chemical
10065,DA03,VD04,1,chemical
10066,DA03,dBWMR10,1,chemical
10067,DB02,VD04,2,chemical
10068,DB02,dBWMR10,2,chemical
10069,RID,hyp,1,chemical
10070,DD02,dBWMR11,1,chemical
10071,DD02,dBWML11,2,chemical
10072,DD02,dBWML12,2,chemical
10073,DD02,dBWMR11,2,chemical
10074,DD02,dBWMR11,1,chemical
10075,DA03,AS04,1,chemical
10076,AS04,VD04,2,chemical
10077,AS04,dBWML10,2,chemical
10078,AS04,DD02,2,chemical
10079,AS04,VD04,1,chemical
10080,AS04,dBWML10,1,chemical
10081,AS04,VD04,2,chemical
10082,AS04,dBWMR12,2,chemical
10083,AS04,dBWML11,2,chemical
10084,AS04,VD04,2,chemical
10085,DB03,AS04,1,chemical
10086,DB03,VD04,1,chemical
10087,DA04,VD04,2,chemical
10088,DA04,dBWML11,2,chemical
10089,DB02,DD02,1,chemical
10090,DB02,VD04,1,chemical
10091,DB02,dBWML11,1,chemical
10092,DB02,DD02,2,chemical
10093,DB02,dBWMR10,2,chemical
10094,DB02,DD02,1,chemical
10095,DB02,VD04,1,chemical
10096,DB02,VD04,1,chemical
10097,DB02,dBWML12,1,chemical
10098,DB02,VD04,1,chemical
10099,DB02,DA04,1,chemical
10100,DB02,VD04,1,chemical
10101,DB02,dBWMR11,1,chemical
10102,DA03,AS04,1,chemical
10103,DB02,DD02,2,chemical
10104,DB02,VD04,2,chemical
10105,DB02,DA03,2,chemical
10106,DA03,VD04,2,chemical
10107,DA03,dBWMR12,2,chemical
10108,DA03,VD04,1,chemical
10109,DA03,dBWML11,1,chemical
10110,DA03,DB03,1,chemical
10111,DA03,DA04,1,chemical
10112,DA04,DB02,2,chemical
10113,DA04,VD04,2,chemical
10114,DA04,dBWML12,2,chemical
10115,DA03,DB03,1,chemical
10116,DA03,VD04,1,chemical
10117,DA03,DA04,1,chemical
10118,DA04,VD04,1,chemical
10119,DA04,dBWMR11,1,chemical
10120,DB03,VD04,1,chemical
10121,DB03,dBWMR11,1,chemical
10122,DB03,VD04,2,chemical
10123,DB03,dBWML11,2,chemical
10124,DA04,VD04,1,chemical
10125,DA04,dBWML12,1,chemical
10126,DA04,VD04,1,chemical
10127,DA04,dBWMR11,1,chemical
10128,DB03,VD04,2,chemical
10129,DB03,dBWMR12,2,chemical
10130,AS04,VD04,3,chemical
10131,AS04,dBWML11,3,chemical
10132,DB02,AS04,1,chemical
10133,DB02,VD04,1,chemical
10134,AS04,VD04,1,chemical
10135,AS04,dBWML12,1,chemical
10136,AS04,VD04,1,chemical
10137,AS04,dBWML12,1,chemical
10138,AS04,VD04,1,chemical
10139,AS04,dBWMR11,1,chemical
10140,DB03,AS04,1,chemical
10141,DB03,VD04,1,chemical
10142,DB03,dBWMR11,1,chemical
10143,AS04,VD04,1,chemical
10144,AS04,dBWMR12,1,chemical
10145,AS04,dBWMR12,1,chemical
10146,DD02,dBWML11,2,chemical
10147,DD02,dBWML11,1,chemical
10148,DB03,DD02,1,chemical
10149,DD02,dBWML12,1,chemical
10150,AS04,DD02,1,chemical
10151,AS04,VD04,1,chemical
10152,DD02,dBWMR11,1,chemical
10153,DA04,DD02,2,chemical
10154,DA04,VD04,2,chemical
10155,DA04,dBWMR12,2,chemical
10156,DA04,DD02,1,chemical
10157,DA04,dBWMR12,1,chemical
10158,AS04,DD02,1,chemical
10159,AS04,VD04,1,chemical
10160,AS04,dBWMR12,1,chemical
10161,DD02,dBWML11,2,chemical
10162,DD02,dBWML12,2,chemical
10163,RID,DD02,1,chemical
10164,DA06,VD04,1,chemical
10165,RID,RMED,1,chemical
10166,RID,DA06,1,chemical
10167,DD02,dBWMR11,1,chemical
10168,DB03,DD02,1,chemical
10169,DB03,VD04,1,chemical
10170,DA04,VD04,1,chemical
10171,DA04,dBWMR12,1,chemical
10172,DA04,VD04,1,chemical
10173,DA04,dBWML11,1,chemical
10174,DA04,dBWML12,1,chemical
10175,d-blue-43,dBWMR11,1,chemical
10176,d-blue-43,dBWMR12,1,chemical
10177,d-blue-43,dBWMR12,1,chemical
10178,d-blue-43,dBWML12,1,chemical
10179,d-blue-43,dBWML12,1,chemical
10180,DA04,VD05,1,chemical
10181,DA04,dBWML13,1,chemical
10182,DB03,d-blue-43,1,chemical
10183,DB03,VD05,1,chemical
10184,DB03,VD05,1,chemical
10185,DB03,dBWMR12,1,chemical
10186,RID,VD05,1,chemical
10187,RID,d-blue-43,1,chemical
10188,DB03,VD05,1,chemical
10189,DB03,dBWMR13,1,chemical
10190,AS05,VD05,1,chemical
10191,AS05,dBWML12,1,chemical
10192,DA04,VD05,1,chemical
10193,DA04,dBWML12,1,chemical
10194,DB03,d-blue-43,1,chemical
10195,DB03,VD05,1,chemical
10196,DA04,VD05,1,chemical
10197,DA04,dBWML11,1,chemical
10198,AS05,VD05,1,chemical
10199,AS05,dBWML11,1,chemical
10200,DA06,dBWML11,1,chemical
10201,DA06,VD05,1,chemical
10202,DB03,VD05,2,chemical
10203,DB03,dBWML11,2,chemical
10204,AS05,VD05,2,chemical
10205,AS05,dBWML12,2,chemical
10206,DA04,VD05,1,chemical
10207,DA04,dBWMR11,1,chemical
10208,DB03,d-blue-43,1,chemical
10209,DB03,VD05,1,chemical
10210,DB03,d-blue-43,1,chemical
10211,DB03,VD05,1,chemical
10212,DB03,DA04,1,chemical
10213,DB03,VD05,2,chemical
10214,DB03,dBWML11,2,chemical
10215,DB03,AS05,1,chemical
10216,DB03,VD05,1,chemical
10217,DB03,DA04,1,chemical
10218,DA04,VD05,2,chemical
10219,DA04,dBWML11,2,chemical
10220,DA04,VD05,1,chemical
10221,DA04,dBWML12,1,chemical
10222,DA04,VD05,1,chemical
10223,DA04,dBWML12,1,chemical
10224,DB03,DD02,1,chemical
10225,DB03,VD05,1,chemical
10226,DB03,DA04,1,chemical
10227,DA04,DD02,1,chemical
10228,DA04,VD05,1,chemical
10229,DA04,dBWMR11,1,chemical
10230,DB03,VD04,1,chemical
10231,DB03,VD05,1,chemical
10232,DB03,dBWMR12,1,chemical
10233,DA06,dBWMR12,1,chemical
10234,DA06,VD05,1,chemical
10235,RID,dBWML13,1,chemical
10236,DA05,DA04,1,chemical
10237,DA05,dBWMR12,1,chemical
10238,d-blue-43,dBWMR13,1,chemical
10239,d-blue-43,dBWML12,1,chemical
10240,DB03,d-blue-43,2,chemical
10241,DB03,dBWML12,2,chemical
10242,d-blue-43,dBWML13,1,chemical
10243,DB03,VD05,1,chemical
10244,DB03,dBWMR12,1,chemical
10245,AS05,VD05,1,chemical
10246,AS05,dBWMR12,1,chemical
10247,DA04,VD05,4,chemical
10248,DA04,dBWMR13,4,chemical
10249,DB03,VD05,2,chemical
10250,DB03,dBWMR13,2,chemical
10251,DB03,d-blue-43,1,chemical
10252,DB03,VD05,1,chemical
10253,DA04,VD05,2,chemical
10254,DA04,dBWML12,2,chemical
10255,DB03,d-blue-43,1,chemical
10256,DB03,VD05,1,chemical
10257,DB03,VD05,1,chemical
10258,DB03,dBWML13,1,chemical
10259,AS05,VD05,1,chemical
10260,AS05,dBWMR12,1,chemical
10261,DA04,dBWMR13,1,chemical
10262,AS05,VD05,1,chemical
10263,AS05,dBWML12,1,chemical
10264,AS05,VD05,1,chemical
10265,AS05,dBWML12,1,chemical
10266,DA04,VD05,1,chemical
10267,DA04,dBWML12,1,chemical
10268,DB03,VD05,1,chemical
10269,DB03,DA04,1,chemical
10270,DB03,VD05,1,chemical
10271,DB03,dBWML13,1,chemical
10272,d-blue-43,dBWMR12,2,chemical
10273,d-blue-43,dBWMR12,1,chemical
10274,d-blue-43,dBWMR13,1,chemical
10275,DB03,d-blue-43,1,chemical
10276,d-blue-43,dBWML12,1,chemical
10277,d-blue-43,dBWML13,2,chemical
10278,d-blue-43,dBWMR12,1,chemical
10279,DB03,VD05,1,chemical
10280,DB03,dBWMR12,1,chemical
10281,DB03,VD05,1,chemical
10282,DB03,dBWMR12,1,chemical
10283,DB03,VD05,1,chemical
10284,DB03,dBWMR12,1,chemical
10285,DA04,VD05,1,chemical
10286,DA04,dBWMR13,1,chemical
10287,DA06,dBWML12,1,chemical
10288,DA06,VD05,1,chemical
10289,DA05,VD05,1,chemical
10290,DA05,dBWML13,1,chemical
10291,DB03,VD05,1,chemical
10292,DB03,dBWMR12,1,chemical
10293,DB03,d-blue-43,1,chemical
10294,DB03,VD05,1,chemical
10295,RID,hyp,1,chemical
10296,AS05,AS05,3,chemical
10297,AS05,VD05,3,chemical
10298,AS05,dBWML12,3,chemical
10299,AS05,d-blue-43,1,chemical
10300,DA05,VD06,1,chemical
10301,DA05,dBWMR13,1,chemical
10302,DB03,VD06,1,chemical
10303,DB03,dBWMR12,1,chemical
10304,DB03,VD06,1,chemical
10305,DB03,dBWML12,1,chemical
10306,DA05,VD06,1,chemical
10307,DA05,dBWML12,1,chemical
10308,DA05,VD06,1,chemical
10309,DA05,dBWML13,1,chemical
10310,DA05,dBWML13,1,chemical
10311,DA05,VD06,1,chemical
10312,DA05,dBWMR12,1,chemical
10313,DB04,VD06,1,chemical
10314,DB04,DA05,1,chemical
10315,DA05,VD06,1,chemical
10316,DA05,dBWML14,1,chemical
10317,DB03,VD06,1,chemical
10318,DB03,dBWML14,1,chemical
10319,DA05,VD06,1,chemical
10320,DA05,dBWMR13,1,chemical
10321,DB04,VD06,1,chemical
10322,DB04,dBWML13,1,chemical
10323,DA05,VD06,1,chemical
10324,DA05,dBWML13,1,chemical
10325,DB04,VD06,1,chemical
10326,DB04,dBWML14,1,chemical
10327,DA05,VD06,1,chemical
10328,DA05,dBWML14,1,chemical
10329,DA06,dBWMR13,2,chemical
10330,DA06,VD06,2,chemical
10331,DA05,VD06,2,chemical
10332,DA05,dBWMR14,2,chemical
10333,AS06,VD06,2,chemical
10334,AS06,dBWML13,2,chemical
10335,AS06,VD06,1,chemical
10336,AS06,dBWML14,1,chemical
10337,AS06,VD06,1,chemical
10338,AS06,dBWMR14,1,chemical
10339,AS06,VD06,1,chemical
10340,AS06,dBWMR13,1,chemical
10341,AS06,VD06,2,chemical
10342,AS06,dBWMR13,2,chemical
10343,DB04,AS06,2,chemical
10344,DB04,VD06,2,chemical
10345,DB04,dBWMR14,2,chemical
10346,d-blue-43,dBWMR13,1,chemical
10347,DB03,d-blue-43,1,chemical
10348,DB03,VD06,1,chemical
10349,d-blue-43,dBWML13,1,chemical
10350,d-blue-43,dBWML13,1,chemical
10351,DB04,d-blue-43,1,chemical
10352,DB04,VD06,1,chemical
10353,RID,d-blue-43,1,chemical
10354,DB03,d-blue-43,1,chemical
10355,DB03,DA05,1,chemical
10356,d-blue-43,dBWML14,1,chemical
10357,d-blue-43,dBWMR14,2,chemical
10358,d-blue-43,dBWML13,1,chemical
10359,d-blue-43,dBWML14,1,chemical
10360,d-blue-43,dBWMR13,1,chemical
10361,AS06,DB04,1,chemical
10362,AS06,d-blue-43,1,chemical
10363,DB04,d-blue-43,1,chemical
10364,DB04,VD06,1,chemical
10365,AS06,VD06,6,chemical
10366,AS06,dBWMR14,6,chemical
10367,DB04,VD06,1,chemical
10368,DB04,dBWML13,1,chemical
10369,DA06,dBWML14,2,chemical
10370,DA06,VD06,2,chemical
10371,DB04,d-blue-43,2,chemical
10372,DB04,VD06,2,chemical
10373,AS06,dBWMR13,1,chemical
10374,AS06,VD06,1,chemical
10375,AS06,VD06,2,chemical
10376,AS06,dBWMR14,2,chemical
10377,DB04,VD06,1,chemical
10378,DB04,dBWML13,1,chemical
10379,DA05,VD06,2,chemical
10380,DA05,dBWML14,2,chemical
10381,DB04,VD06,1,chemical
10382,DB04,DA05,1,chemical
10383,DA05,dBWMR13,1,chemical
10384,DA05,VD06,2,chemical
10385,DA05,dBWMR14,2,chemical
10386,DA05,VD06,1,chemical
10387,DA05,dBWML13,1,chemical
10388,DA05,VD06,1,chemical
10389,DA05,dBWML13,1,chemical
10390,AS06,VD06,1,chemical
10391,AS06,DA05,1,chemical
10392,RID,hyp,1,chemical
10393,DA06,dBWML14,2,chemical
10394,DA06,VD06,2,chemical
10395,DA05,VD06,2,chemical
10396,DA05,dBWMR13,2,chemical
10397,DA05,VD06,2,chemical
10398,DA05,dBWMR14,2,chemical
10399,DA05,VD06,1,chemical
10400,DA05,dBWML13,1,chemical
10401,AS06,VD06,2,chemical
10402,AS06,dBWML14,2,chemical
10403,AS06,d-blue-43,2,chemical
10404,DB04,d-blue-43,1,chemical
10405,DB04,VD06,1,chemical
10406,DB04,DA05,1,chemical
10407,DB04,d-blue-43,2,chemical
10408,DB04,dBWMR14,2,chemical
10409,DB04,d-blue-43,1,chemical
10410,DB04,VD06,1,chemical
10411,DB04,dBWML13,1,chemical
10412,DA05,d-blue-51,1,chemical
10413,DA05,VD06,1,chemical
10414,DA05,dBWML13,1,chemical
10415,DB04,d-blue-43,1,chemical
10416,RMGR,OLLR,1,chemical
10417,RMHL,RMDDL,2,chemical
10418,RMHL,dBWMR5,2,chemical
10419,RMDDL,dBWMR5,1,chemical
10420,SMBDR,RMED,3,chemical
10421,SMBDR,dBWMR1,3,chemical
10422,SMBDR,dBWMR2,3,chemical
10423,SMBDR,SMBDL,3,chemical
10424,RIAR,RMDDL,1,chemical
10425,AVKL,RMDL,1,chemical
10426,VB02,VA02,1,chemical
10427,VB02,VD02,1,chemical
10428,VD02,vBWML9,1,chemical
10429,VA01,DD01,1,chemical
10430,VA01,vBWMR7,1,chemical
10431,DB01,DA02,1,chemical
10432,DB01,DD01,1,chemical
10433,DA06,VD04,1,chemical
10434,DA06,dBWMR11,1,chemical
10435,SAAVL,VD01,1,chemical
10436,VD11,PVCL,1,chemical
10437,VD11,AVBR,1,chemical
10438,AIYL,AIZL,1,chemical
10439,AIYL,RIAL,1,chemical
10440,AIYL,RIAL,1,chemical
10441,AIYL,RIH,1,chemical
10442,AIYL,AIZL,6,chemical
10443,AIYL,RIAL,6,chemical
10444,AIYL,RIBL,6,chemical
10445,AIYL,AWAL,6,chemical
10446,ASHL,RIAL,1,chemical
10447,ASHL,ADFL,1,chemical
10448,AIYL,RIAL,1,chemical
10449,AIYL,AIZL,1,chemical
10450,AIZL,SMBDL,1,chemical
10451,AIZL,RIAL,1,chemical
10452,AINL,AFDR,2,chemical
10453,AINL,ASIL,2,chemical
10454,VD01,vBWML8,1,chemical
10455,VD01,VB01,1,chemical
10456,VD01,vBWML8,1,chemical
10457,PVCL,SABVR,2,chemical
10458,PVCL,SABD,2,chemical
10459,PVCL,PVT,2,chemical
10460,AVDR,syn3,1,chemical
10461,AVDR,syn3,1,chemical
10462,AVDR,SABVL,1,chemical
10463,AVDR,syn3,1,chemical
10464,AVDR,SABVL,1,chemical
10465,FLPL,ADER,3,chemical
10466,FLPL,AVAL,3,chemical
10467,AVJL,RIS,1,chemical
10468,AVJL,PVCR,1,chemical
10469,FLPR,AVDL,2,chemical
10470,FLPR,AVAL,2,chemical
10471,FLPR,AVDL,1,chemical
10472,FLPR,FLPL,1,chemical
10473,FLPR,ADAR,1,chemical
10474,FLPR,AVDL,1,chemical
10475,FLPR,AVAL,1,chemical
10476,FLPR,AVEL,5,chemical
10477,FLPR,AVBL,5,chemical
10478,AVJL,AVBL,2,chemical
10479,AVJL,PVCL,2,chemical
10480,AVJL,PVNR,2,chemical
10481,PVCL,AVBL,1,chemical
10482,PVCL,AVDL,1,chemical
10483,FLPR,AVEL,7,chemical
10484,FLPR,AVBL,7,chemical
10485,FLPR,AVBL,9,chemical
10486,FLPR,AVDL,9,chemical
10487,AVM,AVDR,1,chemical
10488,AVM,AVBR,1,chemical
10489,AVM,PVCL,1,chemical
10490,FLPR,AVDR,3,chemical
10491,FLPR,AVBR,3,chemical
10492,FLPR,AVBR,4,chemical
10493,FLPR,AVER,4,chemical
10494,FLPR,AVDR,1,chemical
10495,FLPR,AVBR,1,chemical
10496,FLPR,AVBR,1,chemical
10497,FLPR,AVER,1,chemical
10498,ADAL,SMDVR,1,chemical
10499,VA03,VD03,1,chemical
10500,AVBL,PVT,1,chemical
10501,AVBL,DVA,1,chemical
10502,AS10,VA10,1,chemical
10503,AVKL,hyp,1,chemical
10504,PQR,PVWR,1,chemical
10505,PQR,hyp,1,chemical
10506,[AS11],PDB,1,chemical
10507,[AS11],hyp,1,chemical
10508,AVG,hyp,1,chemical
10509,AVHR,AVHR,1,chemical
10510,AVHR,PVNL,1,chemical
10511,AVHR,vBWML13,1,chemical
10512,VA11,AVAL,1,chemical
10513,VA11,AVAL,1,chemical
10514,VA11,VA11,1,chemical
10515,AVAL,AVAL,1,chemical
10516,AVAL,AVAL,1,chemical
10517,AVAL,AVAL,1,chemical
10518,VC03,VD05,1,chemical
10519,VB05,DD03,1,chemical
10520,VB05,vBWML14,1,chemical
10521,AIZL,RIAL,2,chemical
10522,AIZL,SMBDL,2,chemical
10523,AIZL,SMBVL,2,chemical
10524,ADFR,SMBDR,1,chemical
10525,ADFR,RIAR,1,chemical
10526,ASHR,ADFR,2,chemical
10527,ASHR,RIAR,2,chemical
10528,ASHR,ADAR,2,chemical
10529,HSNR,RIFR,1,chemical
10530,RIFR,RIAR,1,chemical
10531,RIFR,RIMR,1,chemical
10532,ADAR,RIMR,1,chemical
10533,ADAR,AVEL,1,chemical
10534,ADAR,AIBL,1,chemical
10535,RIMR,AVBL,2,chemical
10536,RIMR,AVBR,2,chemical
10537,AVM,BDUR,2,chemical
10538,AVM,PVCR,2,chemical
10539,FLPL,AVBR,1,chemical
10540,FLPR,AVAL,3,chemical
10541,FLPR,syn3,3,chemical
10542,BDUR,AVHL,2,chemical
10543,BDUR,AVAL,2,chemical
10544,PVPL,VB04,2,chemical
10545,PVPL,bl15,2,chemical
10546,CEPVR,vBWMR8,1,chemical
10547,CEPVR,vBWMR5,1,chemical
10548,CEPVR,vBWMR8,1,chemical
10549,CEPVR,vBWMR5,1,chemical
10550,VD01,PVPL,1,chemical
10551,RID,dBWML14,1,chemical
10552,RID,DB01,1,chemical
10553,DROP-d-blue-52,dBWMR13,1,chemical
10554,DROP-d-blue-52,dBWMR14,2,chemical
10555,DA05,d-blue-51,2,chemical
10556,DA05,dBWML13,2,chemical
10557,DB04,DROP-d-blue-52,1,chemical
10558,DB04,d-blue-51,1,chemical
10559,DA05,d-blue-51,1,chemical
10560,DA05,dBWML14,1,chemical
10561,DB04,d-blue-51,2,chemical
10562,DB04,dBWMR13,2,chemical
10563,DB04,d-blue-51,1,chemical
10564,DB04,dBWMR13,1,chemical
10565,DA05,DB04,1,chemical
10566,DA05,d-blue-51,1,chemical
10567,DA05,dBWMR14,1,chemical
10568,DROP-d-blue-49,d-blue-51,1,chemical
10569,DROP-d-blue-49,dBWML13,1,chemical
10570,DA05,d-blue-51,2,chemical
10571,DA05,dBWML14,2,chemical
10572,DB04,DROP-d-blue-52,1,chemical
10573,DB04,d-blue-51,1,chemical
10574,DA05,d-blue-51,1,chemical
10575,DA05,dBWMR13,1,chemical
10576,DROP-d-blue-49,d-blue-51,1,chemical
10577,DROP-d-blue-49,dBWMR14,1,chemical
10578,v-blue-134,PVQR,1,chemical
10579,v-blue-134,PVWR,1,chemical
10580,v-blue-134,AVBR,1,chemical
10581,v-blue-134,PVCL,1,chemical
10582,v-blue-134,DVA,1,chemical
10583,v-blue-134,PDER,1,chemical
10584,v-blue-134,PVQL,1,chemical
10585,PVM,DVA,1,chemical
10586,PVM,AVKL,1,chemical
10587,PVCR,AVAL,1,chemical
10588,AVAL,PVCR,1,chemical
10589,syn3,AVAL,1,chemical
10590,syn3,DA06,1,chemical
10591,syn3,VA06,1,chemical
10592,syn3,AVAL,1,chemical
10593,syn3,DA06,1,chemical
10594,syn3,VA06,1,chemical
10595,AVAL,DA05,1,chemical
10596,AVAL,VA06,1,chemical
10597,VC05,PVT,1,chemical
10598,VC05,DVC,1,chemical
10599,PDEL,DVA,1,chemical
10600,PDER,DVA,1,chemical
10601,PDER,AVKL,1,chemical
10602,PVNL,AVBR,1,chemical
10603,PVNL,AVJR,1,chemical
10604,VC05,DVC,1,chemical
10605,VC05,AVFL,1,chemical
10606,AVFL,AVG,1,chemical
10607,AVFL,AVHL,1,chemical
10608,v-blue-134,DVA,2,chemical
10609,v-blue-134,PDER,2,chemical
10610,v-blue-134,DVA,2,chemical
10611,v-blue-134,PDER,2,chemical
10612,v-blue-134,DVA,1,chemical
10613,v-blue-134,PDER,1,chemical
10614,v-blue-134,DVA,1,chemical
10615,v-blue-134,PDEL,1,chemical
10616,v-blue-134,DVA,1,chemical
10617,AVFL,AVFR,1,chemical
10618,AVFL,AVFR,1,chemical
10619,AVFL,AVHL,1,chemical
10620,AVFR,AVFL,1,chemical
10621,AVFR,AVHL,1,chemical
10622,AVFR,PVCR,1,chemical
10623,AVFR,AVAL,1,chemical
10624,v-blue-134,AVDL,1,chemical
10625,VD07,vBWML15,2,chemical
10626,PVNR,PVT,1,chemical
10627,PVNR,VD07,1,chemical
10628,PVCL,DB04,1,chemical
10629,PVCL,DB05,1,chemical
10630,VA07,DD04,3,chemical
10631,VA07,vBWML16,3,chemical
10632,VB06,VD07,1,chemical
10633,VB06,DD04,1,chemical
10634,VA08,VD07,1,chemical
10635,VA08,DD4,1,chemical
10636,VB06,VA08,1,chemical
10637,VB06,DD4,1,chemical
10638,VA08,DD4,1,chemical
10639,VA08,VB06,1,chemical
10640,VB06,VA08,1,chemical
10641,VB06,DD4,1,chemical
10642,VA08,DD4,1,chemical
10643,VA08,vBWMR15,1,chemical
10644,VB06,VD07,1,chemical
10645,VB06,DD4,1,chemical
10646,VB06,vBWML15,1,chemical
10647,VA08,DD4,1,chemical
10648,VA08,vBWML16,1,chemical
10649,HSNR,vBWMR15,1,chemical
10650,HSNR,VC05,1,chemical
10651,HSNR,DB05,1,chemical
10652,HSNR,DA06,1,chemical
10653,PVNR,HSNR,1,chemical
10654,PVNR,AVJL,1,chemical
10655,PVNL,AVJR,1,chemical
10656,PVNL,AVJL,1,chemical
10657,VC05,AVFR,1,chemical
10658,VC03,HSNR,1,chemical
10659,AVHL,AVFL,1,chemical
10660,AVHL,AVFR,1,chemical
10661,VA08,vBWML16,1,chemical
10662,VA08,DD4,1,chemical
10663,HSNR,VA06,2,chemical
10664,HSNR,DA05,2,chemical
10665,AVBL,syn3,1,chemical
10666,AVBL,DA05,1,chemical
10667,VB06,VD07,2,chemical
10668,VB06,DD4,2,chemical
10669,AVAL,DB05,1,chemical
10670,PDER,DVA,1,chemical
10671,PDER,AVKL,1,chemical
10672,CEPDR,dBWMR3,1,chemical
10673,CEPDR,RMHL,1,chemical
10674,ADAR,AVBR,2,chemical
10675,ADAR,AVDL,2,chemical
10676,ADEL,RIFL,1,chemical
10677,ADEL,BDUL,1,chemical
10678,ADEL,RMDL,1,chemical
10679,URYVL,RMDDL,1,chemical
10680,URYVL,IL1VL,1,chemical
10681,URYDL,RMDVL,1,chemical
10682,URXR,RIGR,1,chemical
10683,URXL,syn6,1,chemical
10684,URXL,RIGL,1,chemical
10685,URBR,URXR,2,chemical
10686,URBR,SIAVR,2,chemical
10687,URBR,SIADL,2,chemical
10688,ADER,RIGL,1,chemical
10689,ADEL,RIGR,2,chemical
10690,ADEL,RIGL,2,chemical
10691,ADEL,ADER,1,chemical
10692,ADEL,RIGR,1,chemical
10693,ADER,AVAL,1,chemical
10694,ADER,RIGL,1,chemical
10695,ADER,syn3,1,chemical
10696,ADER,RIGL,1,chemical
10697,URBR,URXR,4,chemical
10698,URBR,IL1R,4,chemical
10699,URADR,dBWMR1,1,chemical
10700,URADR,IL1DR,1,chemical
10701,URADR,RIPR,1,chemical
10702,SMDDL,RIAR,1,chemical
10703,SMDDL,RIVR,1,chemical
10704,RIH,IL2VL,1,chemical
10705,RIH,RIPL,1,chemical
10706,RIH,RMER,1,chemical
10707,RIH,OLQVR,1,chemical
10708,SAAVR,syn3,1,chemical
10709,ADFR,SMBDR,1,chemical
10710,ADFR,RIAR,1,chemical
10711,ADFR,AVHL,1,chemical
10712,ADFR,RIR,1,chemical
10713,ADLL,ALA,1,chemical
10714,ADLL,ALA,1,chemical
10715,ADLR,OLLR,1,chemical
10716,ADLR,URBR,1,chemical
10717,ADLR,RICL,1,chemical
10718,AIAL,ASHL,1,chemical
10719,AIAL,ADAL,1,chemical
10720,AIAL,AIBL,1,chemical
10721,AIAR,AIBR,1,chemical
10722,VB01,SAADL,1,chemical
10723,AIAR,ASGR,1,chemical
10724,AIAR,AWCR,1,chemical
10725,AIBL,FLPL,1,chemical
10726,AIBL,AVAL,1,chemical
10727,RIML,AVBL,1,chemical
10728,AIMR,ASGR,1,chemical
10729,AIMR,AIAR,1,chemical
10730,AIMR,ASGR,1,chemical
10731,AIYL,AIZL,1,chemical
10732,AIZL,AVER,1,chemical
10733,AIZL,DVA,1,chemical
10734,AIZL,RIAL,1,chemical
10735,AIZR,SMBDR,2,chemical
10736,AIZR,RIAR,2,chemical
10737,AIZR,SMBDR,1,chemical
10738,ALNR,SMDDR,1,chemical
10739,ALNR,DROP-unk,1,chemical
10740,ALNR,SAAVR,1,chemical
10741,RIFL,AVBL,1,chemical
10742,ASKL,AIAL,1,chemical
10743,ASHR,ADFR,1,chemical
10744,ASHR,RIAR,1,chemical
10745,ASHR,ADAR,1,chemical
10746,ASIR,AWAR,1,chemical
10747,ASIL,ASKL,1,chemical
10748,ADLL,AIBL,1,chemical
10749,ADLL,ADAL,1,chemical
10750,ASJR,PVQR,1,chemical
10751,ASJR,PVQR,2,chemical
10752,ASKL,AIAL,1,chemical
10753,ASKL,AIAL,1,chemical
10754,ASKL,AIML,1,chemical
10755,ASKR,AIAR,1,chemical
10756,AVFL,PVQL,1,chemical
10757,AVFL,AVFR,1,chemical
10758,AVFR,HSNR,1,chemical
10759,AVFR,HSNL,1,chemical
10760,AVHL,BDUR,1,chemical
10761,AVHL,AVBL,1,chemical
10762,AVJL,AVBR,1,chemical
10763,AVM,AVBR,1,chemical
10764,AVM,PVCR,1,chemical
10765,AVM,BDUR,1,chemical
10766,AVM,BDUR,1,chemical
10767,AVM,BDUR,1,chemical
10768,AWAL,AIZL,1,chemical
10769,AWAL,ASEL,1,chemical
10770,AWAL,AIYL,1,chemical
10771,AWBR,HSNL,1,chemical
10772,AWBR,AIZR,1,chemical
10773,AWBR,RIR,1,chemical
10774,AWBR,AVBR,1,chemical
10775,AWBR,ASHR,1,chemical
10776,BAGR,RIBL,1,chemical
10777,BDUL,AVJR,1,chemical
10778,BDUL,PVNR,1,chemical
10779,BDUR,AVBR,1,chemical
10780,BDUR,HSNR,1,chemical
10781,BDUR,AVJL,1,chemical
10782,CEPDL,URYDL,5,chemical
10783,CEPDL,RMDVL,5,chemical
10784,RIS,RIBR,1,chemical
10785,RIS,AVEL,1,chemical
10786,RIS,RIBR,1,chemical
10787,RMEV,RMDDL,1,chemical
10788,RMEV,dBWMR7,1,chemical
10789,CEPDR,RICL,1,chemical
10790,CEPDR,RMHR,1,chemical
10791,CEPDR,RICR,1,chemical
